Model, Form, Style, Pattern, Controls, Covered controls, Percent covered controls, Pattern Version, Unspecified count, Custom count
Foundation,CustConfirmJournal,Auto,Task,69,69,100.00%,1.2,0,0
ElectronicReporting,ERVendorTable,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,HcmJobPositions,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,ProjCategory,SimpleListDetails,SimpleListDetails,153,153,100.00%,1.3,0,0
Foundation,ResProjEditResource,Dialog,Dialog,14,14,100.00%,1.2,0,0
Foundation,SMASymptomArea,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,LedgerClosingSheet,Auto,Task,30,30,100.00%,1.2,0,0
Foundation,CustConsInvoiceRelatedInformation_JP,FormPart,FormPartFactboxCard,6,6,100.00%,UX7 1.0,0,0
Foundation,LedgerConsumptionTaxCalcTrans_JP,Auto,SimpleDetails-ToolbarFields,33,33,100.00%,1.3,0,0
Foundation,HcmJobPreferredSkills,FormPart,FormPartFactboxGrid,8,8,100.00%,1.1,0,0
Foundation,ResProjResourceSelectionLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,ProjBudgetBalances,SimpleListDetails,Custom,30,0,0.00%,,0,1
Foundation,SMASymptomCode,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
ElectronicReporting,ERSolutionTable,SimpleListDetails,SimpleListDetails-Tree,97,97,100.00%,1.3,0,0
Foundation,HcmJobTask,SimpleListDetails,SimpleListDetails,14,14,100.00%,1.3,0,0
ElectronicReporting,ERWorkspace,Workspace,Workspace,19,17,89.47%,2,0,1
Foundation,CustConsInvoice_JP,DetailsFormMaster,DetailsMaster,73,73,100.00%,1.4,0,0
Foundation,ProjCategoryGroup,SimpleListDetails,SimpleListDetails,44,44,100.00%,1.3,0,0
Foundation,ResResourceAssignmentDetailsForm,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,SMASymptomCodeLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,HcmIssuingAgency,SimpleListDetails,SimpleListDetails,24,23,95.83%,1.3,0,1
Foundation,LedgerClosingTable,SimpleList,SimpleList,28,28,100.00%,1.1,0,0
Foundation,CustEgiroSegmentTrans,Auto,Task,36,29,80.56%,1.2,0,1
Foundation,LedgerConsumptionTaxReportTrans_JP,Auto,SimpleDetails-StandardTabsContainer,66,66,100.00%,1.5,0,0
Foundation,CustConsLatestInvoice_JP,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,VendTable,DetailsFormMaster,DetailsMaster,499,498,99.80%,1.4,0,1
Foundation,ProjBudgetDimensionAllocate,Dialog,Dialog,23,23,100.00%,1.2,0,0
Foundation,ProjCategoryLookUp,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,HcmJobTemplate,SimpleListDetails,SimpleListDetails,104,104,100.00%,1.3,0,0
Foundation,LedgerCovAccount,Auto,Task,30,30,100.00%,1.2,0,0
Foundation,CustEInvoice,Auto,Task,48,48,100.00%,1.2,0,0
ElectronicReporting,ERTableNameLookup,Lookup,LookupGridOnly,8,8,100.00%,1.1,0,0
Foundation,CustCreateCorrectedInvoice,DropDialog,DropDialog,8,8,100.00%,1.2,0,0
Foundation,LedgerClosingTrans,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,SMATemplateBOMTable,SimpleListDetails,SimpleListDetails,27,27,100.00%,1.3,0,0
Foundation,HcmJobType,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,projContractsListPageLast5InvoicesPart,FormPart,FormPartFactboxGrid,9,9,100.00%,1.1,0,0
Foundation,HcmJob,DetailsFormMaster,DetailsMaster,153,153,100.00%,1.4,0,0
Directory,DirAddressBook,SimpleListDetails,SimpleListDetails,13,12,92.31%,1.3,0,1
Foundation,ResResourceCategoryForm,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,VendTableAccountNumEnhancedPreview,FormPart,FormPartFactboxCard,10,10,100.00%,UX7 1.0,0,0
Foundation,CustCreditAndCollectionsManagementWorkspace,Workspace,Workspace,3,3,100.00%,2,0,0
Foundation,ProjBudgetDisplay,SimpleListDetails,SimpleListDetails-Grid,28,28,100.00%,1.4,0,0
Foundation,LedgerCoverage,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,CustEInvoiceIntegrationeInvoice,SimpleListDetails,SimpleListDetails-Grid,74,74,100.00%,1.4,0,0
Foundation,CustEInvoiceIntegrationError,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,HcmLanguageCode,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,HcmJobDateManager,SimpleListDetails,SimpleListDetails-Grid,39,39,100.00%,1.4,0,0
Foundation,ProjControl,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,LedgerConsolidate,Dialog,DialogTabs,82,82,100.00%,1.3,0,0
Foundation,CustEInvoiceIntegrationTypePaymMode,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Foundation,CustCustomField,SimpleListDetails,SimpleListDetails,33,20,60.61%,1.3,0,1
Foundation,VendTableListPage,ListPage,ListPage,156,156,100.00%,UX7 1.0,0,0
Foundation,SMATemplateBOMTableCreate,Dialog,Dialog,23,23,100.00%,1.2,0,0
Foundation,LedgerCurrencyParameters_RU,SimpleListDetails,Custom,113,0,0.00%,,0,1
Foundation,ProjBudgetImport,DropDialog,DropDialog,13,13,100.00%,1.2,0,0
Foundation,HcmJobEnhancedPreview,FormPart,FormPartFactboxCard,10,10,100.00%,UX7 1.0,0,0
Foundation,CustEinvoiceIntegrationTypeTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,ResResourceFulfillment,DetailsFormMaster,DetailsMaster,69,38,55.07%,1.4,0,2
Directory,DirAddressBookBulkUpdate,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,ProjControlCostGroup,Auto,Task,21,21,100.00%,1.2,0,1
Foundation,LedgerConsolidateHist,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,HcmJobFunction,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,LedgerCurrencyReqDate,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,VendTableListPagePreviewPane,FormPart,FormPartFactboxCard,14,14,100.00%,UX7 1.0,0,0
Foundation,HcmLeaveType,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,CustCustomFieldInputForm,Dialog,Dialog,20,5,25.00%,1.2,0,1
Foundation,SMATemplateGroup,SimpleList,Custom,11,0,0.00%,,0,1
Foundation,ResResourceSearch,Auto,Custom,6,0,0.00%,,0,1
Directory,DirPartyNameHistory,Auto,SimpleDetails-StandardTabsContainer,17,17,100.00%,1.5,0,0
Foundation,LedgerCurrencyReqTotal,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,HcmJobLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,ProjControlPeriodActual,Auto,Task,49,49,100.00%,1.2,0,0
Foundation,CustEInvoiceLookupFields,Lookup,LookupGridOnly,6,6,100.00%,1.1,0,0
Foundation,ProjBudgetLineDetail,Auto,Task,43,43,100.00%,1.2,0,0
Foundation,VendTableLookup,Lookup,LookupGridOnly,10,10,100.00%,1.1,0,0
Directory,DirAddressBookTeam,Auto,SimpleDetails-ToolbarFields,6,6,100.00%,1.3,0,0
Foundation,LedgerEliminationRuleLineCriteria,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,LedgerCurrencyReqUpdate,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,HcmLoanItem,SimpleListDetails,SimpleListDetails,29,29,100.00%,1.3,0,0
Foundation,CustCustomFieldSelection,Dialog,AdvancedSelection,19,19,100.00%,1.1,0,0
Foundation,VendTableRecentActivity,FormPart,FormPartFactboxCard,6,6,100.00%,UX7 1.0,0,0
Directory,DirPartyPrimaryPostalAddress,FormPart,FormPartFactboxCard,3,3,100.00%,UX7 1.0,0,0
Foundation,CustEInvoiceLookupTables,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,HcmLoanType,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,LedgerEliminationRuleLines,Auto,Task,15,15,100.00%,1.2,0,0
Foundation,ProjBudgetRevision,SimpleListDetails,SimpleListDetails-Tree,76,76,100.00%,1.3,0,0
Foundation,ResResourcesListPage,DetailsFormMaster,DetailsMaster,78,78,100.00%,1.4,0,0
Foundation,SMATemplateGroupLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,VendTableStatistics,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,CustDirectDebitMandate,Dialog,Dialog,32,32,100.00%,1.2,0,0
Foundation,ProjControlPeriodCostGroup,Auto,Task,84,34,40.48%,1.2,0,1
Foundation,HcmOpenJobsListPage,SimpleList,SimpleList,17,17,100.00%,1.1,0,0
Directory,DirCheckFullName,Dialog,Dialog,10,10,100.00%,1.2,0,0
Foundation,SMATimeAgreement,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,CustEntryCertificateJourLinkedInvoices_W,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,RestoredVATPeriodTotals_RU,Auto,SimpleDetails-ToolbarFields,22,22,100.00%,1.3,0,0
Foundation,LedgerFiscalPeriodNameLookup_CN,Lookup,LookupGridOnly,6,6,100.00%,1.1,0,0
Foundation,LedgerDailyLedger_CN,Auto,Task,40,40,100.00%,1.2,0,0
Foundation,VendTotalPriceTolerance,Auto,Task,12,12,100.00%,1.2,0,0
Foundation,HcmManagerSelfServiceWorkspace,Workspace,WorkspaceOperational,24,24,100.00%,1,0,0
Directory,DirExternalRole,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,ProjBudgetRevisionAllocation,Dialog,Dialog,29,29,100.00%,1.2,0,0
Foundation,CustEntryCertificateJour_W,Auto,TaskParentChild,29,29,100.00%,1.2,0,0
Directory,DirPartyTable,DetailsFormMaster,DetailsMaster,106,37,34.91%,1.4,0,3
Foundation,CustFormletterParameters,TableOfContents,TableOfContents,264,264,100.00%,1.1,0,0
Foundation,smmActivities,DetailsFormMaster,DetailsMaster,141,96,68.09%,1.4,0,1
Foundation,HcmOpenPositionsPart,FormPart,FormPartSectionList,14,14,100.00%,1.1,0,0
Foundation,LedgerDerivedFinHierarchies,SimpleListDetails,SimpleListDetails-Tree,21,21,100.00%,1.3,0,0
Foundation,ProjControlPeriodTable,Auto,Task,394,366,92.89%,1.2,0,1
Foundation,smmactivitiesAssociation,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,CustExchRateAdjustment,SimpleList,SimpleList,21,21,100.00%,1.1,0,0
Foundation,LedgerFiscalYrLookup_SA,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,ProjBudgetRevisionList,SimpleList,SimpleList,23,23,100.00%,1.1,0,0
Foundation,RestoredVATProcess_RU,Auto,SimpleDetails-StandardTabsContainer,282,201,71.28%,1.5,0,3
Foundation,LedgerDerivedFinHierarchyFilterResults,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,CustFineSetup_BR,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,HcmMassBenefitEnrollment,Dialog,Dialog,26,5,19.23%,1.2,0,1
Foundation,HcmPersonAccommodation,SimpleListDetails,SimpleListDetails,25,23,92.00%,1.3,0,1
Foundation,ProjControlPeriod_Calculate,Dialog,Dialog,16,5,31.25%,1.2,0,1
Foundation,ProjBudgetUserGroupOption,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,smmActivityAdvancedPrompt,Dialog,Dialog,23,23,100.00%,1.2,0,0
Foundation,ResUpdateResourceForm,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,LedgerFiscalYr_SA,Dialog,Dialog,7,7,100.00%,1.2,0,0
Directory,DirNameAffix,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Directory,DirPartyTableRelationships,FormPart,FormPartFactboxGrid,4,4,100.00%,1.1,0,0
Foundation,CustFreeCreditNote_W,Dialog,Dialog,37,7,18.92%,1.2,2,0
Foundation,LedgerDerivedFinHierarchyLegalEntities,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,VendTrans,Auto,Task,197,197,100.00%,1.2,0,0
Foundation,HcmPersonalContactNew,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,ProjControlPeriod_Create,Dialog,Dialog,22,5,22.73%,1.2,0,1
Foundation,HcmMassBenefitEnrollmentResults,DetailsFormMaster,Custom,42,2,4.76%,,0,1
Foundation,RetailActiveCatalogPreview,Auto,Custom,14,0,0.00%,,0,1
Foundation,VendTransInvoicePoolStatisticsFactBox,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,ProjControlPeriod_RevEstimate,Dialog,Dialog,22,5,22.73%,1.2,0,1
Foundation,LedgerFund,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,LedgerDetailLedger_CN,Auto,Task,40,40,100.00%,1.2,0,0
Foundation,VendTransInvoicePool,Auto,Task,199,199,100.00%,1.2,0,0
Foundation,ResUtilizationUnderutilizedResources,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,smmAxaptaOutlookMapping,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,smmActivityIdLookup,Lookup,LookupGridOnly,10,10,100.00%,1.1,0,0
Foundation,CustFreeInvoiceSalesTaxGroupPreview,FormPart,FormPartFactboxCard,2,2,100.00%,UX7 1.0,0,0
Foundation,HcmPersonProfessionalExperience,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,ResWBSResourceAssignment,Auto,SimpleDetails-FastTabsContainer,76,39,51.32%,1.4,0,1
Foundation,ProjEstimateActualConsumption,FormPart,FormPartFactboxCard,6,6,100.00%,UX7 1.0,0,0
Foundation,CustFiscalDocumentType_BR,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,RetailAddChannelItems,Dialog,Dialog,54,5,9.26%,1.2,0,1
Foundation,smmActivityPhaseGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,RetailAffiliationDiscounts,FormPart,FormPartSectionList,10,10,100.00%,1.1,0,0
Directory,HierarchyViewerDetails,FormPart,Custom,3,0,0.00%,,0,1
Foundation,LedgerIndirectTaxVATSetup_RU,Auto,,11,0,0.00%,,1,0
Foundation,HcmPersonLookup,Lookup,LookupTab,17,17,100.00%,1,0,0
Foundation,CustFreeInvoiceTermsOfPaymentPreview,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,LedgerEliminationProposal,Dialog,DialogFastTabs,21,21,100.00%,1,0,0
Foundation,ProjControlPeriod_Delete,Dialog,Dialog,16,5,31.25%,1.2,0,1
Foundation,smmActivityPlanGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,VendTransOpen,Auto,SimpleDetails-StandardTabsContainer,32,32,100.00%,1.5,0,0
Foundation,HcmMassBenefitExpiration,Dialog,Dialog,28,5,17.86%,1.2,0,1
Foundation,RetailActiveCatalogs,FormPart,FormPartSectionList,13,13,100.00%,1.1,0,0
Foundation,RetailAffiliationLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,CustFreeInvoiceTaxExemptNumberPreview,FormPart,FormPartFactboxCard,3,3,100.00%,UX7 1.0,0,0
Directory,DirNameSequence,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,RetailAddItems,Dialog,Dialog,56,5,8.93%,1.2,0,1
Foundation,VendTransVendPaymModeEnhancedPreview,FormPart,FormPartFactboxCard,9,9,100.00%,UX7 1.0,0,0
Foundation,smmBusRelChainGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Directory,DirPartyVerification,Dialog,Dialog,35,8,22.86%,1.2,0,1
Foundation,LedgerEliminationRule,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Foundation,smmBusinessSectors,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,LedgerInterCompany,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
Foundation,LedgerInvoiceIssueDueDateSetup_W,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,VendTransOpenListPagePreviewPane,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,LedgerFundType,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,ProjExpPolicies,SimpleList,SimpleList,23,23,100.00%,1.1,0,0
Foundation,VendTransOpenListPageLinePreviewPane,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,CustFreeInvoice,DetailsFormTransaction,DetailsTransaction,518,518,100.00%,1.4,0,0
Directory,LogisticsAddressCityLookup,Lookup,LookupGridOnly,6,6,100.00%,1.1,0,0
Foundation,ProjEstimateProjectForecastsFormPart,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,smmAttendeeTable,Auto,Task,23,23,100.00%,1.2,0,0
Foundation,smmActivityTypeGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,CustFreeInvoiceValueModelPreview,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,HcmPersonalContacts,SimpleListDetails,SimpleListDetails,42,28,66.67%,1.3,0,3
Directory,HierarchyViewerFutureChangeDates,FormPart,Custom,7,0,0.00%,,0,1
Foundation,ProjControlPosting_Post,Dialog,Dialog,19,5,26.32%,1.2,0,1
Foundation,smmBusRelSalesDistrictGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,ProjControlPeriod_Eliminate,Dialog,Dialog,21,5,23.81%,1.2,0,1
Foundation,CustGroupDefaultDimension_PSN,Dialog,Dialog,6,6,100.00%,1.2,0,0
Foundation,LedgerJournalExcelTemplateLookup,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,HcmPersonSkill,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,HcmPersonProjectRole,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,smmBusRelFinancials,Auto,SimpleDetails-FastTabsContainer,28,28,100.00%,1.4,0,0
Foundation,HcmMassBenefitExpirationResults,DetailsFormMaster,Custom,43,2,4.65%,,0,1
Foundation,LedgerJournalControl,SimpleListDetails,SimpleListDetails-Grid,32,32,100.00%,1.4,0,0
Directory,DirPersonUserAdvancedDate,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,ProjExpPolicyGroups,SimpleListDetails,SimpleListDetails,30,12,40.00%,1.3,0,1
Foundation,smmBusRelStatistics,Auto,Custom,10,0,0.00%,,0,1
Foundation,HcmPersonCertificate,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Directory,LogisticsAddressCountyIDLookup,Lookup,LookupGridOnly,9,9,100.00%,1.1,0,0
Foundation,VendTransVendHoldEnhancedPreview,FormPart,FormPartFactboxCard,10,10,100.00%,UX7 1.0,0,0
Directory,DirParameters,TableOfContents,TableOfContents,32,27,84.38%,1.1,0,1
Foundation,RetailCatalogDiscounts,FormPart,FormPartSectionList,10,10,100.00%,1.1,0,0
Foundation,smmBusRelSegmentGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,CustInvoiceAndPaymentManagementWorkspace,Workspace,Workspace,27,27,100.00%,2,0,0
Foundation,RetailCatalogCategoryPicker,Dialog,DialogTabs,21,6,28.57%,1.3,0,1
Foundation,HcmPersonTrustedPosition,SimpleListDetails,SimpleListDetails,17,17,100.00%,1.3,0,0
Foundation,smmBusRelSubsegmentGroup,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Directory,DirRelationshipTypeTable,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,RetailCatalogDetails,DetailsFormMaster,DetailsMasterTabs,146,140,95.89%,1.4,0,1
Foundation,WHSAppointmentsFactBox,FormPart,FormPartFactboxGrid,10,10,100.00%,1.1,0,0
Foundation,WHSBatchAttribReserve,Auto,SimpleDetails-FastTabsContainer,62,62,100.00%,1.4,0,0
Foundation,CustInvoiceDistributionTemplate,Dialog,Custom,19,16,84.21%,,0,1
Foundation,VendUnpostedInvoiceJournal,Auto,TaskParentChild,52,52,100.00%,1.2,0,0
Foundation,LedgerJournalFurtherPosting,Dialog,Dialog,26,26,100.00%,1.2,0,0
Foundation,RetailAffiliationPriceGroup,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,CustFreeInvoiceBankAccountPreview,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,smmBusRelStatusGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,LedgerGeneralLedger_CN,SimpleList,SimpleList,24,24,100.00%,1.1,0,0
Foundation,CustInterestAdjustmentHistory,Dialog,DialogReadOnly,21,21,100.00%,1.2,0,0
Foundation,HcmPersonScreening,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,ProjForecastCost,Auto,Task,71,71,100.00%,1.2,0,0
Foundation,HcmOpenCourseListPage,SimpleList,SimpleList,17,17,100.00%,1.1,0,0
Foundation,ProjForecastEmplCtrlGridActivityPreview,FormPart,FormPartFactboxCard,3,3,100.00%,UX7 1.0,0,0
Directory,LogisticsContactInfo,Dialog,Dialog,19,19,100.00%,1.2,0,0
Foundation,HcmPersonCertificateInquiry,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Directory,DirSharedLocationUpdate,Dialog,Dialog,9,9,100.00%,1.2,0,0
Foundation,CustInvoiceContactPersonInfoPart,FormPart,FormPartFactboxCard,8,8,100.00%,UX7 1.0,0,0
Foundation,RetailCatalogListChannelFactBox,FormPart,FormPartFactboxGrid,8,8,100.00%,1.1,0,0
Foundation,ProjControlPeriod_EliminateRev,Dialog,Dialog,20,5,25.00%,1.2,0,1
Foundation,LedgerJournalTransAssetBudget,Auto,Task,106,106,100.00%,1.2,0,1
Foundation,ProjCostControl,Auto,SimpleDetails-FastTabsContainer,74,74,100.00%,1.4,0,0
Foundation,smmCampaignTempSelection,Dialog,DialogReadOnly,10,10,100.00%,1.2,0,0
Directory,LogisticsAddressDistrictLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,LedgerJournalTransApproveFetchVouchers,Dialog,DialogDoubleTabs,42,42,100.00%,1.3,0,0
Foundation,WHSBillOfLadingCarrier,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,RetailCatalogDetailsEnhancedPreviewPane,FormPart,Custom,12,4,33.33%,,0,1
Foundation,smmCampaignTable,DetailsFormMaster,DetailsMaster,163,163,100.00%,1.4,0,0
Foundation,RetailCatalogCreate,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Directory,DirPartyCheckDuplicate,Dialog,Dialog,76,5,6.58%,1.2,0,1
Foundation,smmBusRelTable,DetailsFormMaster,DetailsMaster,221,135,61.09%,1.4,0,4
Foundation,WHSBillOfLading,SimpleListDetails,SimpleListDetails,58,58,100.00%,1.3,0,0
Directory,LogisticsAddressSetup,TableOfContents,TableOfContents,397,205,51.64%,1.1,0,9
Foundation,smmContactGreetingsGroup,SimpleList,SimpleList,6,6,100.00%,1.1,0,0
Foundation,LedgerImportMode,SimpleListDetails,SimpleListDetails-Grid,18,18,100.00%,1.4,0,0
Foundation,CustInvoiceDuplicateTable_W,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,VendUnrealizedRev,DetailsFormTransaction,DetailsTransaction,118,118,100.00%,1.4,0,0
Directory,LogisticsContactInfoGrid,FormPart,Custom,17,0,0.00%,,0,1
Foundation,HcmPositionActionInquiry,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,WHSASNItemCreate,Dialog,Dialog,40,40,100.00%,1.2,0,0
Foundation,LedgerJournalizeReport,Auto,Task,20,20,100.00%,1.2,0,0
Foundation,RetailAffiliations,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,ProjForecastItemCopy,Dialog,Dialog,20,20,100.00%,1.2,0,0
Foundation,HcmPosition,DetailsFormMaster,DetailsMaster,167,150,89.82%,1.4,0,1
Foundation,CustInterestFeeNote,Dialog,Dialog,7,7,100.00%,1.2,0,0
Foundation,CustFreeInvoiceCancel_BR,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,WHSBillOfLadingOrder,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,smmCampaignTypeGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,ProjForecastManiEmpl,Dialog,DialogTabs,36,36,100.00%,1.3,0,0
Foundation,HcmPersonCourse,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,HcmOpenJobApply,Dialog,Dialog,8,6,75.00%,1.2,0,1
Foundation,smmCampaignTableCreateNew,Dialog,Dialog,16,16,100.00%,1.2,0,0
Directory,DirPartyLookup,Lookup,LookupPreview,22,21,95.45%,1,0,1
Foundation,RetailCatalogManagementWorkspace,Workspace,WorkspaceOperational,30,30,100.00%,1,0,0
Directory,LogisticsAddressZipCodeLookup,Lookup,LookupTab,23,23,100.00%,1,0,0
Foundation,RetailCatalogPreviewPaneFormPart,FormPart,FormPartFactboxCard,11,11,100.00%,UX7 1.0,0,0
Directory,DirTranslation,TableOfContents,TableOfContents,30,30,100.00%,1.1,0,0
Foundation,WHSClusterProfile,SimpleListDetails,SimpleListDetails,30,30,100.00%,1.3,0,0
Directory,LogisticsElectronicAddresFormPreviewPart,FormPart,Custom,4,0,0.00%,,0,1
Foundation,smmBusRelTableLookup,Lookup,LookupGridOnly,10,10,100.00%,1.1,0,0
Foundation,ProjCostPriceExpense,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,ProjForecastEmpl,Auto,Task,117,115,98.29%,1.2,0,1
Foundation,RetailCatalogProductRelation,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,LedgerJournalTransAssetBudget_RU,Auto,Task,116,111,95.69%,1.2,1,0
Foundation,smmContactInterest,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,CustInvoiceJourAdjustment,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,LedgerJournalTransAsset,Auto,Task,190,190,100.00%,1.2,0,1
Foundation,LedgerIndirectTaxAppendixDeclTrans_RU,Auto,,8,0,0.00%,,1,0
Foundation,CustInvoiceJournal,DetailsFormMaster,DetailsMaster,255,255,100.00%,1.4,0,0
Foundation,smmCharacterGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
